5107,Norbygata 15 Sameiet
5109,Rudshøgda Terr. Grendlag S/E
5111,Helsfyr Borettslag
5114,Fredensborgveien 37 B/L
5115,Torshov Kvartal IV B/L
5121,Camilla Collettsv. 8 S/E
5122,Korsgata 22 B/L
5123,Ullevålsveien 56 B/L
5125,Sannergaten 38 B/L
5126,Jens Bjelkesgt. 14 B/L
5130,Borettslaget Åkebergveien32/34
5131,Eiriksgate 6 B/L
5132,Ulsrud Hageby B/L
5145,Grünersgt. 4 B/L
5147,Steenstrupsgate 17 S/E
5149,Thor Olsensgt. 4 B/L
5154,Østbygrenda B/L
5155,Sverdrupsgt. 12 B/L
5156,Parkveien 4B S/E
5157,Parkveien 6 S/E
5158,Mauritz Hansensgt. 2 S/E
5160,Pilestredet 68 Sameiet
5162,Vibesgt. 16 Brl.
5163,Herslebsgate 9-11 Sameie
5164,Siloveien 2-14  Borettslag
5166,Sofienberggaten 29 Brl.
5168,Urtegaten 32/Tøyengaten 24 Brl
5169,Thorn Dønhaugs Boligstiftelse
5171,Christiesgate 36 Sameie
5172,Sinsenterrassen 11-21 S/E
5174,Thorvald Meyersgate 62 B/L
5175,Øvre Grorud Borettslag
5177,Thaulow Borettslag
5178,Siebkesgate 5 Brl.
5181,Frydenhagen Sameie
5185,Skullerudhøgda II Boligsameie
5187,Munkedamsveien 84 B Sameiet
5189,Wilhelmsgate Sameie
5191,Rathkesgate 14 Borettslaget
5195,Toftesgate 43 Borettslag
5197,Motzfeldtsgate 21-23 Sameie
5198,Åsaveien 11 Sameie
5199,Brochmannsgata 4 Borettslag
5200,Torshov Kvartal VII Borettslag
5201,Thorvald Meyersgate 85 Sameie
5203,Miljøgaten II Borettslag
5205,Miljøgaten I Borettslag
5206,Seilduksgt. 5 Borettslag
5207,Bygdøy Alle 45 Sameie
5209,Jacob Aalsgate 5 Sameie
5213,Hagastubben Sameie
5214,Tøyen Boligselskap AS
5215,Vestlijordet Huseierlag
5216,Ryenstubben 6 Sameie
5218,Thor Olsens Gt. 6 B/L
5222,Beverkollen Huseierforening
5225,Bjerkelundsgata 6 B/L
5226,Askergata 2 Sameie
5227,Birkelunden Boligsameie(bærum)
5228,Sameiet Huseby Terrasse
5232,Claus Riisgate 2 AS
5233,Biermannsgate 8 B/L
5235,Hekkveien Boligsameiet
5236,Ryenstubben 4 Sameiet
5237,Solbakken II Sameie
5238,Skovveien 35 Sameie
5239,Romsdalsgata 3 B/L
5240,Elmholt Boligsameie I
5244,Elmholt Boligsameie III
5247,Elmholt Boligsameie II
5249,Elmholt Boligsameie IV
5250,Sofienberggata 56 Sameie
5251,Bjerregaardsgate 29 Sameie
5252,Hansteensgate 12 Sameie
5257,Tøyenbygg 1 Sameiet
5258,Tøyenbygg II AS
5259,Elmholt V Sameie
5260,Elmholt VI Sameie
5265,Bogstadveien 46 Sameie
5267,Sorgenfrigaten 31 Sameie
5268,Hammerstads Gate 23 Sameie
5272,Jbs B/L
5273,Gjøvikgt. 4 Borettslag
5274,Skovveien 22 Sameie
5275,Hauketoveien 10 Sameie
5276,Vestlihagen B/S
5277,Uranienborgveien 7 S/E
5278,Mortenstunet AS
5279,Krumgata 6 Sameie
